Name,X(m),Y(m),X Velocity Avg(m/s),Y Velocity Avg(m/s),Z Velocity Avg(m/s),Static Pressure Avg(Pa),Stagnant Pressure Avg(Pa),E Avg(V)
R-Generic-0-P-0,-0.5,-0.2,15.1233921,-0.271724433,-0.160474911,24.9881535,NaN,NaN
R-Generic-0-P-1,-0.5,-0.191836745,15.126256,-0.273268729,-0.14349255,25.3424149,NaN,NaN
R-Generic-0-P-2,-0.5,-0.183673471,15.1268015,-0.271380723,-0.123566836,25.7002735,NaN,NaN
R-Generic-0-P-3,-0.5,-0.175510213,15.1192722,-0.266926616,-0.09848228,26.0916386,NaN,NaN
R-Generic-0-P-4,-0.5,-0.167346939,15.1034994,-0.259930342,-0.06956031,26.4886665,NaN,NaN
R-Generic-0-P-5,-0.5,-0.159183681,15.08217,-0.250334322,-0.035685208,26.9066772,NaN,NaN
R-Generic-0-P-6,-0.5,-0.151020408,15.05596,-0.238238111,0.001855403,27.3026733,NaN,NaN
R-Generic-0-P-7,-0.5,-0.142857134,15.02921,-0.223664954,0.040931605,27.6809769,NaN,NaN
R-Generic-0-P-8,-0.5,-0.134693891,15.0026712,-0.206602752,0.08104783,28.0212154,NaN,NaN
R-Generic-0-P-9,-0.5,-0.126530617,14.9756374,-0.187709242,0.119112991,28.3423519,NaN,NaN
R-Generic-0-P-10,-0.5,-0.118367344,14.9483089,-0.166714877,0.155107319,28.63032,NaN,NaN
R-Generic-0-P-11,-0.5,-0.110204086,14.9219618,-0.146039873,0.187902316,28.90909,NaN,NaN
R-Generic-0-P-12,-0.5,-0.10204082,14.89652,-0.125325054,0.2175599,29.1625042,NaN,NaN
R-Generic-0-P-13,-0.5,-0.093877554,14.8757763,-0.107785262,0.24309653,29.4199581,NaN,NaN
R-Generic-0-P-14,-0.5,-0.08571428,14.8591833,-0.09312997,0.2654362,29.6715527,NaN,NaN
R-Generic-0-P-15,-0.5,-0.07755102,14.84774,-0.08356819,0.2816627,29.9314251,NaN,NaN
R-Generic-0-P-16,-0.5,-0.069387764,14.8411779,-0.078809805,0.292808026,30.1872463,NaN,NaN
R-Generic-0-P-17,-0.5,-0.06122449,14.835515,-0.07867043,0.295145631,30.4357567,NaN,NaN
R-Generic-0-P-18,-0.5,-0.053061217,14.8311291,-0.08276329,0.2892825,30.6711254,NaN,NaN
R-Generic-0-P-19,-0.5,-0.04489796,14.8259859,-0.088874705,0.276942,30.8855152,NaN,NaN
R-Generic-0-P-20,-0.5,-0.036734685,14.8203506,-0.09668953,0.258177578,31.0744438,NaN,NaN
R-Generic-0-P-21,-0.5,-0.028571427,14.8169737,-0.104886293,0.238950446,31.23407,NaN,NaN
R-Generic-0-P-22,-0.5,-0.020408168,14.81573,-0.11335475,0.219117567,31.3574028,NaN,NaN
R-Generic-0-P-23,-0.5,-0.012244895,14.8205423,-0.122386321,0.198492646,31.4495468,NaN,NaN
R-Generic-0-P-24,-0.5,-0.004081637,14.8315334,-0.131805137,0.1774423,31.5033245,NaN,NaN
R-Generic-0-P-25,-0.5,0.004081637,14.8511906,-0.143215775,0.1504845,31.5152168,NaN,NaN
R-Generic-0-P-26,-0.5,0.012244895,14.8799324,-0.1562382,0.117955148,31.48146,NaN,NaN
R-Generic-0-P-27,-0.5,0.020408154,14.9151125,-0.171511039,0.080151275,31.4024467,NaN,NaN
R-Generic-0-P-28,-0.5,0.028571442,14.9567223,-0.188733488,0.03681356,31.2776585,NaN,NaN
R-Generic-0-P-29,-0.5,0.0367347,14.9987516,-0.205944479,-0.004030596,31.13663,NaN,NaN
R-Generic-0-P-30,-0.5,0.04489796,15.0408115,-0.223020166,-0.042140584,30.9765015,NaN,NaN
R-Generic-0-P-31,-0.5,0.053061232,15.0787163,-0.238602459,-0.07399606,30.8103962,NaN,NaN
R-Generic-0-P-32,-0.5,0.061224476,15.1121578,-0.252528071,-0.09860728,30.646225,NaN,NaN
R-Generic-0-P-33,-0.5,0.06938775,15.140873,-0.264434457,-0.1184437,30.46759,NaN,NaN
R-Generic-0-P-34,-0.5,0.07755102,15.1647387,-0.273929864,-0.132860988,30.2839184,NaN,NaN
R-Generic-0-P-35,-0.5,0.085714296,15.184392,-0.281179577,-0.142530873,30.0704842,NaN,NaN
R-Generic-0-P-36,-0.5,0.09387757,15.1992846,-0.2854551,-0.14749141,29.8272533,NaN,NaN
R-Generic-0-P-37,-0.5,0.102040812,15.21127,-0.287843943,-0.147202641,29.5489273,NaN,NaN
R-Generic-0-P-38,-0.5,0.110204086,15.2197485,-0.2877706,-0.141547233,29.2376385,NaN,NaN
R-Generic-0-P-39,-0.5,0.118367329,15.2255554,-0.285751522,-0.135086015,28.9045086,NaN,NaN
R-Generic-0-P-40,-0.5,0.126530632,15.2279806,-0.281418651,-0.12873973,28.56966,NaN,NaN
R-Generic-0-P-41,-0.5,0.134693876,15.2236166,-0.275517374,-0.126743034,28.2183056,NaN,NaN
R-Generic-0-P-42,-0.5,0.142857149,15.2106371,-0.267508328,-0.130065143,27.8843975,NaN,NaN
R-Generic-0-P-43,-0.5,0.151020423,15.188838,-0.258296847,-0.135262772,27.5378056,NaN,NaN
R-Generic-0-P-44,-0.5,0.159183666,15.15678,-0.247115657,-0.141532317,27.2076645,NaN,NaN
R-Generic-0-P-45,-0.5,0.167346939,15.1197538,-0.23422125,-0.141231969,26.8614254,NaN,NaN
R-Generic-0-P-46,-0.5,0.175510213,15.0778475,-0.218791828,-0.133443609,26.53838,NaN,NaN
R-Generic-0-P-47,-0.5,0.183673486,15.0380812,-0.201816618,-0.116276987,26.1983032,NaN,NaN
R-Generic-0-P-48,-0.5,0.19183673,15.00143,-0.182819664,-0.088429116,25.8805923,NaN,NaN
R-Generic-0-P-49,-0.5,0.2,14.9708815,-0.163642883,-0.057312585,25.5477581,NaN,NaN
