Name,X(m),Y(m),X Velocity Avg(m/s),Y Velocity Avg(m/s),Z Velocity Avg(m/s),Static Pressure Avg(Pa),Stagnant Pressure Avg(Pa),E Avg(V)
R-Generic-4-P-0,-0.5,0.2,0.5663709,-0.001688046,-8.21E-05,0.07514874,NaN,NaN
R-Generic-4-P-1,-0.473469377,0.2,0.5655312,-0.002663836,-9.09E-05,0.076463155,NaN,NaN
R-Generic-4-P-2,-0.446938783,0.2,0.5647591,-0.003600194,7.95E-05,0.07776708,NaN,NaN
R-Generic-4-P-3,-0.420408159,0.2,0.5640293,-0.004801081,4.24E-05,0.0789324,NaN,NaN
R-Generic-4-P-4,-0.393877566,0.2,0.5632015,-0.006351983,-0.00020275,0.08003274,NaN,NaN
R-Generic-4-P-5,-0.367346942,0.2,0.5624271,-0.008085056,-0.000337284,0.08131053,NaN,NaN
R-Generic-4-P-6,-0.340816319,0.2,0.561901867,-0.00995393,-0.000220609,0.082284,NaN,NaN
R-Generic-4-P-7,-0.3142857,0.2,0.5615997,-0.012219857,-0.000249768,0.0828143,NaN,NaN
R-Generic-4-P-8,-0.287755132,0.2,0.5614268,-0.014909677,-0.000384842,0.08281564,NaN,NaN
R-Generic-4-P-9,-0.2612245,0.2,0.5614864,-0.017912814,-0.000397977,0.08195906,NaN,NaN
R-Generic-4-P-10,-0.234693885,0.2,0.562041044,-0.021041064,-0.00016817,0.07967741,NaN,NaN
R-Generic-4-P-11,-0.208163291,0.2,0.5634458,-0.024723113,3.67E-05,0.0754087,NaN,NaN
R-Generic-4-P-12,-0.181632668,0.2,0.566080749,-0.02918685,-0.000214514,0.06781421,NaN,NaN
R-Generic-4-P-13,-0.155102074,0.2,0.5697782,-0.033633452,-0.000601457,0.056545343,NaN,NaN
R-Generic-4-P-14,-0.128571421,0.2,0.574994,-0.037552975,-0.000841094,0.040869847,NaN,NaN
R-Generic-4-P-15,-0.102040827,0.2,0.582333148,-0.040502023,-0.000621412,0.01993183,NaN,NaN
R-Generic-4-P-16,-0.07551023,0.2,0.5913162,-0.041955713,-0.000774429,-0.005323802,NaN,NaN
R-Generic-4-P-17,-0.04897958,0.2,0.601021349,-0.04077173,-0.001366729,-0.032895535,NaN,NaN
R-Generic-4-P-18,-0.022448987,0.2,0.6104866,-0.035918877,-0.001886189,-0.060167372,NaN,NaN
R-Generic-4-P-19,0.004081607,0.2,0.617990732,-0.027746514,-0.001905894,-0.08136181,NaN,NaN
R-Generic-4-P-20,0.03061223,0.2,0.622742534,-0.017867373,-0.001747539,-0.094415195,NaN,NaN
R-Generic-4-P-21,0.057142854,0.2,0.623938739,-0.007317543,-0.00212493,-0.097424574,NaN,NaN
R-Generic-4-P-22,0.08367342,0.2,0.621421039,0.002406885,-0.002755504,-0.09049497,NaN,NaN
R-Generic-4-P-23,0.1102041,0.2,0.616330564,0.010561205,-0.002843824,-0.07687432,NaN,NaN
R-Generic-4-P-24,0.136734664,0.2,0.6099941,0.015950235,-0.002312633,-0.059665863,NaN,NaN
R-Generic-4-P-25,0.163265288,0.2,0.6040428,0.018101797,-0.002005624,-0.04238848,NaN,NaN
R-Generic-4-P-26,0.189795852,0.2,0.598719537,0.018240951,-0.002247392,-0.02709456,NaN,NaN
R-Generic-4-P-27,0.216326475,0.2,0.593697131,0.017457625,-0.00265305,-0.014099166,NaN,NaN
R-Generic-4-P-28,0.242857158,0.2,0.5897463,0.016440785,-0.002692711,-0.004850633,NaN,NaN
R-Generic-4-P-29,0.269387722,0.2,0.587590158,0.014263395,-0.002580396,0.001208455,NaN,NaN
R-Generic-4-P-30,0.295918345,0.2,0.587057054,0.011470589,-0.001916758,0.004443757,NaN,NaN
R-Generic-4-P-31,0.322448969,0.2,0.5855562,0.010799859,-0.002420242,0.005213101,NaN,NaN
R-Generic-4-P-32,0.348979533,0.2,0.5838304,0.01057184,-0.002153709,0.004566201,NaN,NaN
R-Generic-4-P-33,0.375510156,0.2,0.582744658,0.009510505,-0.001247049,0.002731278,NaN,NaN
