Name,X(m),Y(m),X Velocity Avg(m/s),Y Velocity Avg(m/s),Z Velocity Avg(m/s),Static Pressure Avg(Pa),Stagnant Pressure Avg(Pa),E Avg(V)
R-Generic-5-P-0,-0.5,0.2,7.16571158E-05,-2.22450444E-06,-1.66241988E-12,1.05207554E-09,NaN,NaN
R-Generic-5-P-1,-0.473469377,0.2,7.14805647E-05,-2.51594315E-06,-1.94771955E-12,1.06661735E-09,NaN,NaN
R-Generic-5-P-2,-0.446938783,0.2,7.128652E-05,-2.847915E-06,-2.24462029E-12,1.08250375E-09,NaN,NaN
R-Generic-5-P-3,-0.420408159,0.2,7.10982349E-05,-3.23151471E-06,-2.538663E-12,1.097663E-09,NaN,NaN
R-Generic-5-P-4,-0.393877566,0.2,7.08988955E-05,-3.673108E-06,-2.82999253E-12,1.11351572E-09,NaN,NaN
R-Generic-5-P-5,-0.367346942,0.2,7.070876E-05,-4.19357048E-06,-3.1078163E-12,1.12809628E-09,NaN,NaN
R-Generic-5-P-6,-0.340816319,0.2,7.051834E-05,-4.798091E-06,-3.37346015E-12,1.14215082E-09,NaN,NaN
R-Generic-5-P-7,-0.3142857,0.2,7.036161E-05,-5.508837E-06,-3.61766953E-12,1.15243415E-09,NaN,NaN
R-Generic-5-P-8,-0.287755132,0.2,7.024107E-05,-6.34872049E-06,-3.838542E-12,1.15728427E-09,NaN,NaN
R-Generic-5-P-9,-0.2612245,0.2,7.018797E-05,-7.34607329E-06,-4.02697146E-12,1.15653354E-09,NaN,NaN
R-Generic-5-P-10,-0.234693885,0.2,7.02772E-05,-8.505425E-06,-4.18435425E-12,1.14011189E-09,NaN,NaN
R-Generic-5-P-11,-0.208163291,0.2,7.055468E-05,-9.834335E-06,-4.328594E-12,1.10684539E-09,NaN,NaN
R-Generic-5-P-12,-0.181632668,0.2,7.11241E-05,-1.13595252E-05,-4.47914275E-12,1.03860309E-09,NaN,NaN
R-Generic-5-P-13,-0.155102074,0.2,7.204308E-05,-1.29241589E-05,-4.66821243E-12,9.362743E-10,NaN,NaN
R-Generic-5-P-14,-0.128571421,0.2,7.340713E-05,-1.44893656E-05,-4.942227E-12,7.880418E-10,NaN,NaN
R-Generic-5-P-15,-0.102040827,0.2,7.527298E-05,-1.58425155E-05,-5.34669E-12,5.847642E-10,NaN,NaN
R-Generic-5-P-16,-0.07551023,0.2,7.759401E-05,-1.66406444E-05,-5.900118E-12,3.245495E-10,NaN,NaN
R-Generic-5-P-17,-0.04897958,0.2,8.007815E-05,-1.66025347E-05,-6.55415435E-12,3.0295752E-11,NaN,NaN
R-Generic-5-P-18,-0.0224489868,0.2,8.237778E-05,-1.55384369E-05,-7.26190939E-12,-2.74369444E-10,NaN,NaN
R-Generic-5-P-19,0.004081607,0.2,8.40138455E-05,-1.3339185E-05,-7.975429E-12,-5.576631E-10,NaN,NaN
R-Generic-5-P-20,0.03061223,0.2,8.47625561E-05,-1.04784149E-05,-8.647121E-12,-7.80515E-10,NaN,NaN
R-Generic-5-P-21,0.0571428537,0.2,8.457277E-05,-7.294932E-06,-9.232842E-12,-9.333309E-10,NaN,NaN
R-Generic-5-P-22,0.08367342,0.2,8.35583342E-05,-4.14401939E-06,-9.652438E-12,-1.01293751E-09,NaN,NaN
R-Generic-5-P-23,0.1102041,0.2,8.212476E-05,-1.35020991E-06,-9.826008E-12,-1.034254E-09,NaN,NaN
R-Generic-5-P-24,0.136734664,0.2,8.04705051E-05,1.04192259E-06,-9.669603E-12,-1.0129747E-09,NaN,NaN
R-Generic-5-P-25,0.163265288,0.2,7.872962E-05,3.02807985E-06,-9.07930155E-12,-9.643518E-10,NaN,NaN
R-Generic-5-P-26,0.189795852,0.2,7.705833E-05,4.63985134E-06,-8.002451E-12,-9.0187674E-10,NaN,NaN
R-Generic-5-P-27,0.216326475,0.2,7.54699E-05,5.921457E-06,-6.4288865E-12,-8.249112E-10,NaN,NaN
R-Generic-5-P-28,0.242857158,0.2,7.423818E-05,6.938634E-06,-4.424388E-12,-7.41507244E-10,NaN,NaN
R-Generic-5-P-29,0.269387722,0.2,7.314566E-05,7.732719E-06,-1.96012477E-12,-6.617267E-10,NaN,NaN
R-Generic-5-P-30,0.295918345,0.2,7.22653858E-05,8.396338E-06,8.3665556E-13,-5.82788E-10,NaN,NaN
R-Generic-5-P-31,0.322448969,0.2,7.14969647E-05,8.896121E-06,3.83410751E-12,-5.10923859E-10,NaN,NaN
R-Generic-5-P-32,0.348979533,0.2,7.088337E-05,9.251474E-06,6.95421542E-12,-4.41976344E-10,NaN,NaN
R-Generic-5-P-33,0.375510156,0.2,7.03544138E-05,9.513095E-06,9.981165E-12,-3.78703763E-10,NaN,NaN
R-Generic-5-P-34,0.402040839,0.2,6.996522E-05,9.644071E-06,1.28562785E-11,-3.20338E-10,NaN,NaN
R-Generic-5-P-35,0.4285714,0.2,6.96651259E-05,9.67797E-06,1.545309E-11,-2.674864E-10,NaN,NaN
R-Generic-5-P-36,0.455102026,0.2,6.944433E-05,9.616728E-06,1.769721E-11,-2.20554519E-10,NaN,NaN
R-Generic-5-P-37,0.4816326,0.2,6.92804E-05,9.463796E-06,1.95239675E-11,-1.78801918E-10,NaN,NaN
R-Generic-5-P-38,0.5081632,0.2,6.916875E-05,9.219945E-06,2.08813765E-11,-1.42499235E-10,NaN,NaN
R-Generic-5-P-39,0.534693837,0.2,6.912437E-05,8.88602153E-06,2.17252622E-11,-1.11484093E-10,NaN,NaN
R-Generic-5-P-40,0.561224461,0.2,6.914711E-05,8.478604E-06,2.20848444E-11,-8.505254E-11,NaN,NaN
