Name,X(m),Y(m),X Velocity Avg(m/s),Y Velocity Avg(m/s),Z Velocity Avg(m/s),Static Pressure Avg(Pa),Stagnant Pressure Avg(Pa),E Avg(V)
R-Generic-0-P-0,-0.5,-0.2,0.5698075,0.000472895,-0.006603632,0.07648911,NaN,NaN
R-Generic-0-P-1,-0.5,-0.191836745,0.5690658,0.000874439,-0.005566739,0.07715098,NaN,NaN
R-Generic-0-P-2,-0.5,-0.183673471,0.568279147,0.001362224,-0.004300638,0.07778751,NaN,NaN
R-Generic-0-P-3,-0.5,-0.175510213,0.5673456,0.001837784,-0.002873345,0.0784449,NaN,NaN
R-Generic-0-P-4,-0.5,-0.167346939,0.566325843,0.00236248,-0.0013331,0.07907769,NaN,NaN
R-Generic-0-P-5,-0.5,-0.159183681,0.5652545,0.002920321,0.000142288,0.079709806,NaN,NaN
R-Generic-0-P-6,-0.5,-0.151020408,0.564183533,0.00351892,0.001594216,0.080315344,NaN,NaN
R-Generic-0-P-7,-0.5,-0.142857134,0.5631779,0.004141747,0.002881335,0.080904014,NaN,NaN
R-Generic-0-P-8,-0.5,-0.134693891,0.5622576,0.004789037,0.004101812,0.08144232,NaN,NaN
R-Generic-0-P-9,-0.5,-0.126530617,0.5615036,0.005405489,0.005222257,0.08196695,NaN,NaN
R-Generic-0-P-10,-0.5,-0.118367344,0.5608625,0.006034533,0.006259341,0.08243258,NaN,NaN
R-Generic-0-P-11,-0.5,-0.110204086,0.5604157,0.006572474,0.007183164,0.08290353,NaN,NaN
R-Generic-0-P-12,-0.5,-0.10204082,0.560130656,0.00702201,0.007982108,0.083340965,NaN,NaN
R-Generic-0-P-13,-0.5,-0.093877554,0.5600384,0.00735166,0.008559729,0.08377528,NaN,NaN
R-Generic-0-P-14,-0.5,-0.08571428,0.5601706,0.007534987,0.008943062,0.08418533,NaN,NaN
R-Generic-0-P-15,-0.5,-0.07755102,0.5605139,0.007590426,0.00904365,0.08458077,NaN,NaN
R-Generic-0-P-16,-0.5,-0.069387764,0.5610837,0.007517061,0.008883457,0.084943175,NaN,NaN
R-Generic-0-P-17,-0.5,-0.06122449,0.561806262,0.00730378,0.008461894,0.085291155,NaN,NaN
