Name,X(m),Y(m),X Velocity Avg(m/s),Y Velocity Avg(m/s),Z Velocity Avg(m/s),Static Pressure Avg(Pa),Stagnant Pressure Avg(Pa),E Avg(V)
R-Generic-6-P-0,-0.5,-0.2,0.5698075,0.000472895,-0.006603632,0.07648911,NaN,NaN
R-Generic-6-P-1,-0.473469377,-0.2,0.5694034,0.001258214,-0.006317989,0.07771812,NaN,NaN
R-Generic-6-P-2,-0.446938783,-0.2,0.5687759,0.002119238,-0.006228689,0.07891902,NaN,NaN
R-Generic-6-P-3,-0.420408159,-0.2,0.5683308,0.003341235,-0.006144867,0.080134116,NaN,NaN
R-Generic-6-P-4,-0.393877566,-0.2,0.568056047,0.004857361,-0.006051233,0.081395574,NaN,NaN
R-Generic-6-P-5,-0.367346942,-0.2,0.56762,0.006537167,-0.006109635,0.08257956,NaN,NaN
R-Generic-6-P-6,-0.340816319,-0.2,0.566920042,0.008240611,-0.006296558,0.08353406,NaN,NaN
R-Generic-6-P-7,-0.3142857,-0.2,0.566555858,0.010195273,-0.006220305,0.08404858,NaN,NaN
R-Generic-6-P-8,-0.287755132,-0.2,0.5667265,0.012598258,-0.005703921,0.08413061,NaN,NaN
R-Generic-6-P-9,-0.2612245,-0.2,0.5671218,0.01549733,-0.005325561,0.08344739,NaN,NaN
R-Generic-6-P-10,-0.234693885,-0.2,0.567703366,0.0188818,-0.005505575,0.08112956,NaN,NaN
R-Generic-6-P-11,-0.208163291,-0.2,0.5690075,0.022723729,-0.005399297,0.07671102,NaN,NaN
R-Generic-6-P-12,-0.181632668,-0.2,0.5717647,0.02703794,-0.004664588,0.06885497,NaN,NaN
R-Generic-6-P-13,-0.155102074,-0.2,0.5757571,0.03132366,-0.004126069,0.057628054,NaN,NaN
R-Generic-6-P-14,-0.128571421,-0.2,0.5809226,0.03569522,-0.004341755,0.041731317,NaN,NaN
R-Generic-6-P-15,-0.102040827,-0.2,0.5876894,0.03903695,-0.004781092,0.020549625,NaN,NaN
R-Generic-6-P-16,-0.07551023,-0.2,0.5965042,0.040081862,-0.004565565,-0.005544899,NaN,NaN
R-Generic-6-P-17,-0.04897958,-0.2,0.6063678,0.03843254,-0.004009043,-0.033430662,NaN,NaN
R-Generic-6-P-18,-0.022448987,-0.2,0.6158041,0.0339029,-0.004208399,-0.060146328,NaN,NaN
R-Generic-6-P-19,0.004081607,-0.2,0.6229381,0.02611559,-0.005207818,-0.081851184,NaN,NaN
